Family_Number,Nearest_Bus_Station,Total_Deliveries,Food_Deliveries,Supermarket_Deliveries,Other_Deliveries,Packages_Deliveries
23759,there is no bus service in my area,3,2,1,0,0
22087, don’t know ,2,1,0,0,1
20503, More than 15 mins,0,0,0,0,0
22636, don’t know ,17,4,4,5,4
25156, don’t know ,1,0,0,0,1
23005, More than 15 mins,6,2,1,0,3
23277, don’t know ,1,0,1,0,0
22784, don’t know ,16,2,3,3,8
22386,there is no bus service in my area,1,1,0,0,0
23403,6-10 mins walk,0,0,0,0,0
24126,there is no bus service in my area,0,0,0,0,0
20867,there is no bus service in my area,0,0,0,0,0
21526, don’t know ,4,1,0,0,3
24415, don’t know ,2,0,1,0,1
24798,there is no bus service in my area,7,2,3,0,2
21311,11  - 15 mins walk,1,0,0,0,1
23508, don’t know ,5,0,0,1,4
22463, don’t know ,0,0,0,0,0
24551,there is no bus service in my area,0,0,0,0,0
22517, don’t know ,6,1,0,2,3
24127,there is no bus service in my area,0,0,0,0,0
24649, don’t know ,2,0,1,0,1
20191,there is no bus service in my area,0,0,0,0,0
20748,there is no bus service in my area,0,0,0,0,0
23278, don’t know ,4,2,2,0,0
23879, don’t know ,0,0,0,0,0
22785, don’t know ,14,3,2,2,7
22088,there is no bus service in my area,0,0,0,0,0
23245, don’t know ,2,1,1,0,0
22637, don’t know ,13,3,4,3,3
24045,there is no bus service in my area,0,0,0,0,0
22566, More than 15 mins,2,1,0,0,1
21527, don’t know ,0,0,0,0,0
20568, don’t know ,4,1,1,0,2
20514, don’t know ,1,0,1,0,0
20049, don’t know ,0,0,0,0,0
20533, don’t know ,0,0,0,0,0
23751,there is no bus service in my area,4,1,1,0,2
23509,there is no bus service in my area,0,0,0,0,0
22464, don’t know ,0,0,0,0,0
20911, don’t know ,3,2,0,1,0
20751,there is no bus service in my area,0,0,0,0,0
23069, don’t know ,1,1,0,0,0
24589,there is no bus service in my area,0,0,0,0,0
23880, don’t know ,0,0,0,0,0
24648, don’t know ,2,0,1,0,1
22638,there is no bus service in my area,15,3,4,4,4
20410, don’t know ,0,0,0,0,0
22824,there is no bus service in my area,10,3,4,1,2
21528,there is no bus service in my area,4,2,2,0,0
22332, don’t know ,6,2,1,0,3
24167,there is no bus service in my area,0,0,0,0,0
22093,there is no bus service in my area,0,0,0,0,0
20513, don’t know ,3,1,2,0,0
25155,there is no bus service in my area,2,1,0,1,0
23248, don’t know ,4,1,1,0,2
23750,there is no bus service in my area,2,1,1,0,0
22567, don’t know ,1,1,0,0,0
24046,there is no bus service in my area,0,0,0,0,0
22518, don’t know ,4,1,0,1,2
23695, don’t know ,2,0,1,0,1
21529, don’t know ,0,0,0,0,0
20753,there is no bus service in my area,0,0,0,0,0
22998, More than 15 mins,2,1,0,0,1
25387,there is no bus service in my area,0,0,0,0,0
22798, don’t know ,0,0,0,0,0
22465, don’t know ,0,0,0,0,0
22089,there is no bus service in my area,0,0,0,0,0
24799,there is no bus service in my area,5,2,3,0,0
23696, don’t know ,2,0,1,1,0
24477,there is no bus service in my area,2,1,0,0,1
24717,there is no bus service in my area,1,0,0,0,1
21869,there is no bus service in my area,4,0,2,0,2
23296,there is no bus service in my area,4,1,1,0,2
23749,there is no bus service in my area,4,1,2,0,1
20512,11  - 15 mins walk,0,0,0,0,0
25153, don’t know ,1,0,0,0,1
22519, don’t know ,0,0,0,0,0
24044,there is no bus service in my area,2,0,0,0,2
24590,there is no bus service in my area,0,0,0,0,0
24543, don’t know ,0,0,0,0,0
25326,there is no bus service in my area,0,0,0,0,0
23402,6-10 mins walk,10,4,1,0,5
21298,there is no bus service in my area,0,0,0,0,0
22100,there is no bus service in my area,0,0,0,0,0
20534, don’t know ,0,0,0,0,0
21868,there is no bus service in my area,0,0,0,0,0
24800, don’t know ,7,3,2,0,2
23881, don’t know ,0,0,0,0,0
23697, don’t know ,0,0,0,0,0
24478,there is no bus service in my area,0,0,0,0,0
23746,there is no bus service in my area,4,2,1,0,1
22091,there is no bus service in my area,0,0,0,0,0
24679, don’t know ,5,2,1,0,2
22466, don’t know ,0,0,0,0,0
22520, don’t know ,6,1,0,2,3
21088, don’t know ,2,1,0,0,1
24050,there is no bus service in my area,0,0,0,0,0
23299,there is no bus service in my area,4,1,1,0,2
20733, don’t know ,0,0,0,0,0
24718,there is no bus service in my area,6,2,1,0,3
24417,there is no bus service in my area,4,1,1,0,2
24591,there is no bus service in my area,0,0,0,0,0
25388,there is no bus service in my area,2,1,0,0,1
22381,there is no bus service in my area,0,0,0,0,0
23698, don’t know ,0,0,0,0,0
21583,there is no bus service in my area,5,3,2,0,0
24161,there is no bus service in my area,0,0,0,0,0
21338, don’t know ,0,0,0,0,0
25152,there is no bus service in my area,3,2,0,0,1
20912, don’t know ,2,1,0,0,1
22825,there is no bus service in my area,10,2,1,4,3
21310, More than 15 mins,2,1,0,0,1
22333, don’t know ,4,0,1,1,2
23882, don’t know ,0,0,0,0,0
22786, don’t know ,2,1,0,0,1
21866,there is no bus service in my area,0,0,0,0,0
22467, don’t know ,0,0,0,0,0
23747,there is no bus service in my area,4,2,1,0,1
24592,there is no bus service in my area,0,0,0,0,0
24479,there is no bus service in my area,0,0,0,0,0
22568, More than 15 mins,2,2,0,0,0
22521, don’t know ,0,0,0,0,0
20535, don’t know ,0,0,0,0,0
23694, don’t know ,0,0,0,0,0
24165,there is no bus service in my area,0,0,0,0,0
25389,there is no bus service in my area,3,1,1,1,0
24801,there is no bus service in my area,5,2,2,0,1
22379,there is no bus service in my area,1,1,0,0,0
24054,there is no bus service in my area,0,0,0,0,0
22826,there is no bus service in my area,8,1,2,2,3
24719,there is no bus service in my area,0,0,0,0,0
25327,there is no bus service in my area,2,1,0,0,1
22787, don’t know ,1,0,0,1,0
24418,there is no bus service in my area,2,0,1,0,1
23775, don’t know ,4,1,1,0,2
20731,there is no bus service in my area,0,0,0,0,0
24480,there is no bus service in my area,0,0,0,0,0
22468, don’t know ,0,0,0,0,0
21339, don’t know ,0,0,0,0,0
21617, don’t know ,0,0,0,0,0
20511,there is no bus service in my area,4,2,2,0,0
24166,there is no bus service in my area,8,1,3,0,4
24593,there is no bus service in my area,0,0,0,0,0
23401,6-10 mins walk,0,0,0,0,0
23373, don’t know ,3,0,3,0,0
22099,there is no bus service in my area,0,0,0,0,0
22827,there is no bus service in my area,8,2,1,2,3
23667, don’t know ,0,0,0,0,0
22788, don’t know ,3,1,1,0,1
24481,there is no bus service in my area,0,0,0,0,0
25390,there is no bus service in my area,2,1,0,0,1
21089, don’t know ,6,1,1,1,3
20536, don’t know ,5,1,0,1,3
22569,there is no bus service in my area,4,2,2,0,0
20735, don’t know ,0,0,0,0,0
21618,there is no bus service in my area,1,0,1,0,0
22469, don’t know ,0,0,0,0,0
22377,there is no bus service in my area,1,0,0,0,1
20483, don’t know ,0,0,0,0,0
23070, don’t know ,0,0,0,0,0
21312,11  - 15 mins walk,1,0,0,0,1
24482,there is no bus service in my area,0,0,0,0,0
24036, don’t know ,0,0,0,0,0
23774, don’t know ,8,1,3,0,4
21619, don’t know ,0,0,0,0,0
20730,there is no bus service in my area,0,0,0,0,0
23298,there is no bus service in my area,2,1,0,0,1
20537, don’t know ,13,3,0,3,7
24168,there is no bus service in my area,4,0,2,0,2
22375,there is no bus service in my area,2,1,1,0,0
21340, don’t know ,0,0,0,0,0
22993,there is no bus service in my area,2,1,0,0,1
25378,there is no bus service in my area,2,1,0,0,1
21620,there is no bus service in my area,0,0,0,0,0
21341, don’t know ,0,0,0,0,0
25151,there is no bus service in my area,2,1,0,0,1
20485, don’t know ,0,0,0,0,0
21865,there is no bus service in my area,0,0,0,0,0
25328,there is no bus service in my area,2,0,1,0,1
22097,there is no bus service in my area,1,1,0,0,0
20835,there is no bus service in my area,11,4,5,1,1
23375, don’t know ,0,0,0,0,0
23900, don’t know ,0,0,0,0,0
22231,there is no bus service in my area,0,0,0,0,0
20486, don’t know ,3,0,1,2,0
25329,there is no bus service in my area,0,0,0,0,0
21342, don’t know ,0,0,0,0,0
25379,there is no bus service in my area,2,1,0,0,1
23300,there is no bus service in my area,2,0,1,0,1
22092,there is no bus service in my area,1,1,0,0,0
25150, don’t know ,0,0,0,0,0
20836,there is no bus service in my area,5,2,2,0,1
20113, don’t know ,3,2,0,0,1
22232,there is no bus service in my area,2,1,1,0,0
23898, don’t know ,0,0,0,0,0
22996,there is no bus service in my area,0,0,0,0,0
22090,there is no bus service in my area,0,0,0,0,0
25331,there is no bus service in my area,2,0,1,0,1
21343, don’t know ,0,0,0,0,0
22334, don’t know ,4,1,0,1,2
22789, don’t know ,0,0,0,0,0
20114, don’t know ,4,2,1,0,1
25149,11  - 15 mins walk,5,3,1,0,1
21201, don’t know ,4,1,1,0,2
25334,there is no bus service in my area,3,1,1,0,1
20837,there is no bus service in my area,9,3,5,0,1
20155, don’t know ,1,0,1,0,0
22095,there is no bus service in my area,1,1,0,0,0
20115, don’t know ,1,0,0,0,1
25333,there is no bus service in my area,4,1,1,0,2
22933, don’t know ,2,1,0,0,1
20116, don’t know ,1,0,1,0,0
22096, don’t know ,1,1,0,0,0
22335, don’t know ,6,1,1,1,3
22085,there is no bus service in my area,0,0,0,0,0
20117, don’t know ,2,1,0,0,1
25330,there is no bus service in my area,2,0,1,0,1
22082,there is no bus service in my area,0,0,0,0,0
20118, don’t know ,3,1,1,0,1
22094,there is no bus service in my area,0,0,0,0,0
20332, don’t know ,4,1,1,0,2
20333, don’t know ,4,1,1,0,2
22336,there is no bus service in my area,0,0,0,0,0
22790, don’t know ,0,0,0,0,0
22337, don’t know ,0,0,0,0,0
20156,there is no bus service in my area,0,0,0,0,0
23972,there is no bus service in my area,5,2,3,0,0
23973,there is no bus service in my area,6,2,3,0,1
22338, don’t know ,0,0,0,0,0
23976,there is no bus service in my area,6,2,3,0,1
23971,there is no bus service in my area,5,2,3,0,0
22470, don’t know ,0,0,0,0,0
20157,there is no bus service in my area,0,0,0,0,0
21969,there is no bus service in my area,4,1,3,0,0
24647, don’t know ,1,0,1,0,0
20914, don’t know ,3,0,2,0,1
22522, don’t know ,6,1,0,2,3
23301,there is no bus service in my area,2,1,0,0,1
22471, don’t know ,0,0,0,0,0
21968,there is no bus service in my area,4,1,3,0,0
21344, don’t know ,0,0,0,0,0
23510, don’t know ,0,0,0,0,0
23633,there is no bus service in my area,12,2,2,2,6
21876,there is no bus service in my area,0,0,0,0,0
20915,there is no bus service in my area,0,0,0,0,0
24802,there is no bus service in my area,7,2,4,0,1
22523, don’t know ,0,0,0,0,0
22472, don’t know ,0,0,0,0,0
24720,there is no bus service in my area,0,0,0,0,0
24646, don’t know ,3,0,2,0,1
21967,there is no bus service in my area,3,2,1,0,0
21345, don’t know ,0,0,0,0,0
23511, don’t know ,0,0,0,0,0
20158, don’t know ,1,0,1,0,0
25438,there is no bus service in my area,0,0,0,0,0
23400,< 5 mins walk,0,0,0,0,0
21871,there is no bus service in my area,0,0,0,0,0
22524, don’t know ,2,0,1,0,1
23632, don’t know ,6,1,1,1,3
22962, don’t know ,0,0,0,0,0
24594,there is no bus service in my area,0,0,0,0,0
20916, don’t know ,0,0,0,0,0
24645, don’t know ,1,0,1,0,0
22066,there is no bus service in my area,0,0,0,0,0
24027,there is no bus service in my area,0,0,0,0,0
22473, don’t know ,0,0,0,0,0
21960,there is no bus service in my area,1,1,0,0,0
23512, More than 15 mins,0,0,0,0,0
24803, don’t know ,8,2,5,0,1
22339, don’t know ,4,1,1,0,2
22525, don’t know ,4,1,0,1,2
23045, don’t know ,1,1,0,0,0
23279, don’t know ,3,2,1,0,0
23427, don’t know ,0,0,0,0,0
23254, don’t know ,4,1,1,0,2
23399,6-10 mins walk,0,0,0,0,0
25440,there is no bus service in my area,2,1,0,0,1
20487, don’t know ,0,0,0,0,0
20869,there is no bus service in my area,2,1,0,0,1
24501, don’t know ,0,0,0,0,0
24030, don’t know ,0,0,0,0,0
24595,there is no bus service in my area,0,0,0,0,0
22965, don’t know ,0,0,0,0,0
22474, don’t know ,0,0,0,0,0
24419, don’t know ,4,1,1,0,2
22526, don’t know ,4,1,1,0,2
21965,there is no bus service in my area,0,0,0,0,0
23891, don’t know ,0,0,0,0,0
23513, don’t know ,0,0,0,0,0
24644, don’t know ,1,0,1,0,0
22072,there is no bus service in my area,0,0,0,0,0
23773, don’t know ,4,1,1,0,2
20488, don’t know ,0,0,0,0,0
24804, don’t know ,6,2,3,0,1
24241,there is no bus service in my area,3,2,1,0,0
23631,there is no bus service in my area,12,2,2,2,6
23043, don’t know ,1,1,0,0,0
21346, don’t know ,0,0,0,0,0
23255, don’t know ,4,1,1,0,2
23428, don’t know ,0,0,0,0,0
25441, don’t know ,4,1,1,0,2
23280, don’t know ,4,2,2,0,0
22527, don’t know ,4,1,0,1,2
23630, don’t know ,6,1,1,1,3
22828,there is no bus service in my area,7,3,1,1,2
21966,there is no bus service in my area,0,0,0,0,0
23514, don’t know ,0,0,0,0,0
23889, don’t know ,0,0,0,0,0
22964, don’t know ,0,0,0,0,0
24805,there is no bus service in my area,5,2,2,0,1
24034, don’t know ,0,0,0,0,0
20873,there is no bus service in my area,1,0,0,0,1
23398,< 5 mins walk,0,0,0,0,0
22301,there is no bus service in my area,2,1,1,0,0
24502, don’t know ,6,2,4,0,0
24721,there is no bus service in my area,0,0,0,0,0
23040, don’t know ,2,1,0,0,1
24484,there is no bus service in my area,0,0,0,0,0
24242,there is no bus service in my area,1,1,0,0,0
22475, don’t know ,0,0,0,0,0
24420,there is no bus service in my area,2,0,1,0,1
24596,there is no bus service in my area,0,0,0,0,0
25310, don’t know ,3,2,0,0,1
22995,there is no bus service in my area,2,1,0,0,1
23629, don’t know ,4,1,1,0,2
21347, don’t know ,0,0,0,0,0
22528, don’t know ,0,0,0,0,0
21093, don’t know ,8,2,1,1,4
22074,there is no bus service in my area,0,0,0,0,0
25439, don’t know ,3,1,1,0,1
23772, don’t know ,6,1,2,0,3
25365,there is no bus service in my area,2,1,0,1,0
24806, don’t know ,5,1,3,0,1
22302,there is no bus service in my area,1,1,0,0,0
22963, don’t know ,0,0,0,0,0
24642, don’t know ,1,0,1,0,0
20917, don’t know ,0,0,0,0,0
22829,there is no bus service in my area,8,1,3,2,2
23628, don’t know ,0,0,0,0,0
24243,there is no bus service in my area,4,1,3,0,0
23515, don’t know ,0,0,0,0,0
25311, don’t know ,10,8,1,0,1
22476, don’t know ,5,1,2,0,2
24503, don’t know ,4,1,3,0,0
24421, don’t know ,1,0,1,0,0
21961,there is no bus service in my area,0,0,0,0,0
24035,there is no bus service in my area,0,0,0,0,0
23627,there is no bus service in my area,6,1,1,1,3
22073,there is no bus service in my area,0,0,0,0,0
23281, don’t know ,5,2,3,0,0
20453, don’t know ,1,0,0,0,1
24597,there is no bus service in my area,2,1,0,0,1
23000,there is no bus service in my area,2,0,1,0,1
22959, don’t know ,0,0,0,0,0
23429, don’t know ,0,0,0,0,0
22303,there is no bus service in my area,9,0,1,0,8
20454, don’t know ,1,0,1,0,0
22233,there is no bus service in my area,2,1,1,0,0
23516, don’t know ,0,0,0,0,0
25436,there is no bus service in my area,4,1,1,0,2
24641, don’t know ,3,1,1,0,1
24244,there is no bus service in my area,2,0,2,0,0
24170,there is no bus service in my area,6,1,2,0,3
24807,there is no bus service in my area,1,0,1,0,0
21054,there is no bus service in my area,0,0,0,0,0
25366,there is no bus service in my area,3,0,1,1,1
22830,there is no bus service in my area,9,4,1,2,2
21188, don’t know ,4,1,1,0,2
21348, don’t know ,0,0,0,0,0
25312,there is no bus service in my area,3,1,0,0,2
25218,there is no bus service in my area,7,2,3,1,1
23896, don’t know ,0,0,0,0,0
22957, don’t know ,0,0,0,0,0
24042,there is no bus service in my area,0,0,0,0,0
23367, don’t know ,0,0,0,0,0
24744,there is no bus service in my area,0,0,0,0,0
22080,there is no bus service in my area,1,1,0,0,0
20298,there is no bus service in my area,0,0,0,0,0
25437,there is no bus service in my area,4,1,1,0,2
21957,there is no bus service in my area,2,1,1,0,0
23517, don’t know ,0,0,0,0,0
24504, don’t know ,5,0,4,0,1
20716,there is no bus service in my area,0,0,0,0,0
22529, don’t know ,6,1,0,2,3
23282, don’t know ,4,2,2,0,0
24422, don’t know ,1,0,1,0,0
22076,there is no bus service in my area,0,0,0,0,0
23771, don’t know ,4,1,1,0,2
24599,there is no bus service in my area,0,0,0,0,0
25370,there is no bus service in my area,2,1,0,0,1
23044, don’t know ,1,1,0,0,0
25486, don’t know ,4,1,1,0,2
21349, don’t know ,0,0,0,0,0
22477, don’t know ,8,1,2,1,4
20918, don’t know ,0,0,0,0,0
23740,there is no bus service in my area,0,0,0,0,0
23004,there is no bus service in my area,4,1,1,0,2
24040,there is no bus service in my area,0,0,0,0,0
22530, don’t know ,0,0,0,0,0
20456, don’t know ,1,0,1,0,0
25313, don’t know ,2,1,1,0,0
23894, don’t know ,0,0,0,0,0
24598,there is no bus service in my area,0,0,0,0,0
24505, don’t know ,0,0,0,0,0
22952, don’t know ,1,0,1,0,0
25219,there is no bus service in my area,4,2,2,0,0
20457, don’t know ,0,0,0,0,0
22639, don’t know ,14,4,4,3,3
22304,there is no bus service in my area,0,0,0,0,0
22485, don’t know ,2,1,0,0,1
23768, don’t know ,4,1,1,0,2
20678, don’t know ,0,0,0,0,0
24076,there is no bus service in my area,0,0,0,0,0
20720,there is no bus service in my area,0,0,0,0,0
20458, don’t know ,0,0,0,0,0
25368,there is no bus service in my area,3,0,2,0,1
22305,there is no bus service in my area,0,0,0,0,0
22362,there is no bus service in my area,5,2,2,0,1
22531, don’t know ,0,0,0,0,0
22833, don’t know ,7,1,1,3,2
23431, don’t know ,8,2,0,2,4
24763,there is no bus service in my area,2,0,0,0,2
23741,there is no bus service in my area,5,2,2,0,1
20679, don’t know ,4,1,0,1,2
24077,there is no bus service in my area,1,0,0,0,1
22078,there is no bus service in my area,0,0,0,0,0
20490, don’t know ,5,0,0,5,0
24171,there is no bus service in my area,0,0,0,0,0
25314,there is no bus service in my area,0,0,0,0,0
24246,there is no bus service in my area,4,1,3,0,0
24041, don’t know ,0,0,0,0,0
22306,there is no bus service in my area,3,2,1,0,0
22532, don’t know ,4,1,0,1,2
23283, don’t know ,0,0,0,0,0
20719, don’t know ,0,0,0,0,0
25220,there is no bus service in my area,5,2,3,0,0
24506, don’t know ,5,1,4,0,0
22640,there is no bus service in my area,18,5,4,4,5
25448,there is no bus service in my area,2,0,1,0,1
23380, don’t know ,4,0,2,0,2
21189, don’t know ,6,1,1,1,3
24423, don’t know ,3,1,1,1,0
24071,there is no bus service in my area,0,0,0,0,0
23366,6-10 mins walk,6,1,2,0,3
22077,there is no bus service in my area,0,0,0,0,0
23739,there is no bus service in my area,2,1,1,0,0
21350, don’t know ,0,0,0,0,0
24245,there is no bus service in my area,0,0,0,0,0
20680,there is no bus service in my area,0,0,0,0,0
24605,there is no bus service in my area,0,0,0,0,0
24483,there is no bus service in my area,10,1,9,0,0
21864,there is no bus service in my area,0,0,0,0,0
23432, don’t know ,0,0,0,0,0
25221,there is no bus service in my area,4,2,2,0,0
24043,there is no bus service in my area,0,0,0,0,0
25449, don’t know ,4,1,1,0,2
23284, don’t know ,5,2,3,0,0
25315,there is no bus service in my area,1,0,0,0,1
20712,there is no bus service in my area,0,0,0,0,0
22641, don’t know ,14,4,3,3,4
24507, don’t know ,0,0,0,0,0
22075, don’t know ,0,0,0,0,0
23851, don’t know ,0,0,0,0,0
21351, don’t know ,0,0,0,0,0
22235,there is no bus service in my area,1,1,0,0,0
24487,there is no bus service in my area,0,0,0,0,0
22364,there is no bus service in my area,4,1,3,0,0
24047,there is no bus service in my area,0,0,0,0,0
25222,there is no bus service in my area,4,2,2,0,0
25367,there is no bus service in my area,1,1,0,0,0
25450, don’t know ,0,0,0,0,0
24424, don’t know ,1,0,1,0,0
24761,there is no bus service in my area,0,0,0,0,0
24169,there is no bus service in my area,0,0,0,0,0
25316,there is no bus service in my area,0,0,0,0,0
20489, don’t know ,1,0,1,0,0
25223,there is no bus service in my area,3,1,2,0,0
23914, don’t know ,0,0,0,0,0
21530,there is no bus service in my area,0,0,0,0,0
24508, don’t know ,6,2,4,0,0
21288,there is no bus service in my area,0,0,0,0,0
22236,there is no bus service in my area,1,1,0,0,0
20711,there is no bus service in my area,0,0,0,0,0
23852, don’t know ,0,0,0,0,0
22068,there is no bus service in my area,0,0,0,0,0
20510,there is no bus service in my area,1,0,1,0,0
22834,there is no bus service in my area,10,2,1,4,3
23742,there is no bus service in my area,4,1,1,0,2
23313,there is no bus service in my area,4,1,1,0,2
23433, don’t know ,0,0,0,0,0
21833,there is no bus service in my area,0,0,0,0,0
24048,there is no bus service in my area,1,0,0,0,1
20922, don’t know ,0,0,0,0,0
22642,there is no bus service in my area,16,4,4,3,5
21190, don’t know ,4,1,1,0,2
24485,there is no bus service in my area,0,0,0,0,0
24509, don’t know ,0,0,0,0,0
24603,there is no bus service in my area,0,0,0,0,0
22366,there is no bus service in my area,3,0,2,0,1
25451, don’t know ,2,1,0,0,1
22835,there is no bus service in my area,7,2,1,1,3
22237,there is no bus service in my area,0,0,0,0,0
23743,there is no bus service in my area,5,2,2,0,1
23365,6-10 mins walk,10,4,1,0,5
22997,there is no bus service in my area,2,0,1,0,1
21531, don’t know ,0,0,0,0,0
24600,there is no bus service in my area,0,0,0,0,0
24049,there is no bus service in my area,0,0,0,0,0
24510, don’t know ,3,0,3,0,0
20505,there is no bus service in my area,0,0,0,0,0
25224,there is no bus service in my area,2,1,1,0,0
20718,there is no bus service in my area,0,0,0,0,0
23314,there is no bus service in my area,4,1,1,0,2
23848, don’t know ,0,0,0,0,0
23911, don’t know ,0,0,0,0,0
23744,there is no bus service in my area,4,2,1,0,1
23607, don’t know ,3,2,0,0,1
22238,there is no bus service in my area,1,0,1,0,0
25225,there is no bus service in my area,4,1,3,0,0
23382, don’t know ,0,0,0,0,0
20499,there is no bus service in my area,3,2,1,0,0
21532, don’t know ,0,0,0,0,0
20921, don’t know ,0,0,0,0,0
25371,there is no bus service in my area,3,1,1,0,1
22832,there is no bus service in my area,8,2,1,3,2
24051,there is no bus service in my area,0,0,0,0,0
23315,there is no bus service in my area,2,0,1,0,1
22239,there is no bus service in my area,0,0,0,0,0
25452, don’t know ,0,0,0,0,0
21352, don’t know ,0,0,0,0,0
22139,there is no bus service in my area,0,0,0,0,0
24511, don’t know ,7,2,4,0,1
23383, don’t know ,3,0,1,0,2
23850, don’t know ,0,0,0,0,0
25226,there is no bus service in my area,2,1,1,0,0
21533,there is no bus service in my area,4,2,2,0,0
23434, don’t know ,0,0,0,0,0
22132,there is no bus service in my area,1,1,0,0,0
20815,there is no bus service in my area,0,0,0,0,0
20585, don’t know ,4,1,1,0,2
24760,there is no bus service in my area,0,0,0,0,0
24601,there is no bus service in my area,0,0,0,0,0
20496,there is no bus service in my area,0,0,0,0,0
24491,there is no bus service in my area,1,1,0,0,0
23568, don’t know ,0,0,0,0,0
22240,there is no bus service in my area,1,1,0,0,0
23381, don’t know ,0,0,0,0,0
23013,6-10 mins walk,4,1,1,0,2
22370,there is no bus service in my area,3,1,1,0,1
25317,there is no bus service in my area,0,0,0,0,0
25369,there is no bus service in my area,1,1,0,0,0
24602,there is no bus service in my area,0,0,0,0,0
21535,there is no bus service in my area,0,0,0,0,0
20586, don’t know ,4,1,1,0,2
23849, don’t know ,0,0,0,0,0
20493,there is no bus service in my area,0,0,0,0,0
20824,there is no bus service in my area,0,0,0,0,0
22241,there is no bus service in my area,0,0,0,0,0
24486,there is no bus service in my area,2,1,0,0,1
21534,there is no bus service in my area,0,0,0,0,0
21354, don’t know ,0,0,0,0,0
24488,there is no bus service in my area,1,0,0,0,1
22242,there is no bus service in my area,0,0,0,0,0
20825,there is no bus service in my area,0,0,0,0,0
22070,there is no bus service in my area,0,0,0,0,0
22991,6-10 mins walk,2,0,1,0,1
25318,there is no bus service in my area,2,1,0,1,0
22340,there is no bus service in my area,2,0,0,1,1
22949, don’t know ,0,0,0,0,0
25320,there is no bus service in my area,0,0,0,0,0
24841,there is no bus service in my area,5,3,2,0,0
22951, don’t know ,0,0,0,0,0
22069,there is no bus service in my area,2,1,0,0,1
21194, don’t know ,6,1,1,1,3
25321,there is no bus service in my area,3,2,0,0,1
22067,there is no bus service in my area,2,1,0,0,1
22079,there is no bus service in my area,3,1,1,0,1
22141,there is no bus service in my area,2,1,1,0,0
22138,there is no bus service in my area,1,1,0,0,0
25140,11  - 15 mins walk,10,5,2,0,3
22969, don’t know ,7,1,1,1,4
23026, More than 15 mins,1,1,0,0,0
22140,there is no bus service in my area,3,1,1,0,1
22145,there is no bus service in my area,3,1,1,0,1
22144,there is no bus service in my area,1,1,0,0,0
22142,there is no bus service in my area,3,1,1,0,1
22143,there is no bus service in my area,4,1,1,1,1
22341, don’t know ,6,1,1,1,3
22314, don’t know ,2,1,0,0,1
22315,there is no bus service in my area,2,1,1,0,0
22316, More than 15 mins,0,0,0,0,0
22791, don’t know ,0,0,0,0,0
22318,there is no bus service in my area,1,1,0,0,0
22317, don’t know ,2,2,0,0,0
22792, don’t know ,4,1,1,0,2
22319, More than 15 mins,0,0,0,0,0
22793, don’t know ,0,0,0,0,0
21651,there is no bus service in my area,0,0,0,0,0
22643, don’t know ,9,3,2,2,2
22342,there is no bus service in my area,10,2,1,2,5
21649,there is no bus service in my area,0,0,0,0,0
22794, don’t know ,0,0,0,0,0
21645,there is no bus service in my area,2,1,1,0,0
22644,there is no bus service in my area,17,4,5,4,4
21644, don’t know ,1,1,0,0,0
22795, don’t know ,0,0,0,0,0
23518, don’t know ,4,1,0,1,2
21642,there is no bus service in my area,0,0,0,0,0
24640, don’t know ,2,0,1,0,1
20919,< 5 mins walk,1,0,1,0,0
23974,there is no bus service in my area,4,2,2,0,0
23435, don’t know ,4,1,1,1,1
24247,there is no bus service in my area,3,1,2,0,0
22796, More than 15 mins,4,1,1,0,2
20159,there is no bus service in my area,0,0,0,0,0
22645,there is no bus service in my area,13,4,3,3,3
21639,there is no bus service in my area,0,0,0,0,0
23975,there is no bus service in my area,3,2,1,0,0
23519, don’t know ,0,0,0,0,0
24639, don’t know ,2,0,1,0,1
24762,there is no bus service in my area,0,0,0,0,0
21300,there is no bus service in my area,0,0,0,0,0
24248,there is no bus service in my area,5,2,3,0,0
21097, don’t know ,4,1,1,0,2
23438, don’t know ,0,0,0,0,0
21636,there is no bus service in my area,0,0,0,0,0
20920, don’t know ,0,0,0,0,0
25147, More than 15 mins,3,1,0,1,1
24855, don’t know ,4,1,0,1,2
21635,there is no bus service in my area,0,0,0,0,0
24490,there is no bus service in my area,2,1,0,0,1
23520, don’t know ,0,0,0,0,0
24052,there is no bus service in my area,0,0,0,0,0
24638, don’t know ,1,0,1,0,0
24856, don’t know ,2,1,0,0,1
21631, don’t know ,0,0,0,0,0
24249,there is no bus service in my area,4,2,1,0,1
23272, don’t know ,4,2,1,0,1
22646, don’t know ,9,1,3,4,1
23521, don’t know ,0,0,0,0,0
24759, don’t know ,7,2,2,0,3
25146, don’t know ,1,0,0,0,1
23626,there is no bus service in my area,0,0,0,0,0
20160, don’t know ,0,0,0,0,0
21863,there is no bus service in my area,1,0,1,0,0
24250,there is no bus service in my area,0,0,0,0,0
24637, don’t know ,2,0,1,0,1
23436, don’t know ,0,0,0,0,0
24056, don’t know ,0,0,0,0,0
21301,there is no bus service in my area,0,0,0,0,0
23037, don’t know ,3,1,1,0,1
23268, don’t know ,4,2,1,0,1
22647, don’t know ,11,3,2,3,3
22259,there is no bus service in my area,0,0,0,0,0
22989,11  - 15 mins walk,6,2,1,0,3
23437, don’t know ,0,0,0,0,0
20923,there is no bus service in my area,0,0,0,0,0
24251,there is no bus service in my area,1,0,1,0,0
24534, don’t know ,4,0,4,0,0
